snr_level,filename,si_sdr_mixture,si_sdr_separated,si_sdr_improvement,sdr_mixture,sdr_separated,sdr_improvement,sir_mixture,sir_separated,sir_improvement,f1_clean,f1_mixed,f1_separated
10,sample_257_mixed.wav,9.989639282226562,15.487298965454102,5.497659683227539,9.997735851619963,15.557816640666166,5.560080789046204,9.997735851619963,17.00002353437953,7.002287682759567,1.0,1.0,1.0
10,sample_258_mixed.wav,9.958548545837402,14.251737594604492,4.29318904876709,9.985187022231228,14.294567717488489,4.309380695257261,9.985187022231228,15.442357037928058,5.45717001569683,1.0,1.0,1.0
10,sample_259_mixed.wav,9.999011993408203,13.735620498657227,3.7366085052490234,10.000257776260517,13.857784712701646,3.857526936441129,10.000257776260517,14.839162733037949,4.838904956777432,1.0,1.0,1.0
10,sample_260_mixed.wav,10.004451751708984,15.177210807800293,5.172759056091309,10.001290335944638,15.19879839280872,5.197508056864082,10.001290335944638,16.313308537077006,6.312018201132368,0.0,0.0,0.0
10,sample_261_mixed.wav,10.00311279296875,19.186256408691406,9.183143615722656,10.004104089918165,19.504790813837168,9.500686723919003,10.004104089918165,26.327374217366028,16.323270127447863,1.0,1.0,1.0
10,sample_262_mixed.wav,10.0098876953125,17.815092086791992,7.805204391479492,10.009175927688844,18.618732492726387,8.609556565037543,10.009175927688844,25.15174980918553,15.142573881496688,1.0,1.0,1.0
10,sample_263_mixed.wav,10.023731231689453,21.60945701599121,11.585725784301758,10.023728059790116,22.612813172893397,12.58908511310328,10.023728059790116,34.002224509415,23.978496449624885,1.0,1.0,1.0
10,sample_264_mixed.wav,10.011616706848145,18.434846878051758,8.423230171203613,10.006166228005494,18.626302232631677,8.620136004626183,10.006166228005494,23.603401658483797,13.597235430478303,1.0,1.0,1.0
10,sample_265_mixed.wav,10.009105682373047,18.299407958984375,8.290302276611328,10.008135582759735,18.495124290005755,8.48698870724602,10.008135582759735,23.360148884180386,13.352013301420651,1.0,1.0,1.0
10,sample_266_mixed.wav,10.004417419433594,17.030179977416992,7.025762557983398,10.001647331720527,17.082342586792137,7.0806952550716105,10.001647331720527,19.976231469455616,9.97458413773509,1.0,1.0,1.0
10,sample_267_mixed.wav,10.005481719970703,20.37611198425293,10.370630264282227,10.004032647962372,21.06527959509702,11.061246947134649,10.004032647962372,26.527006365373552,16.52297371741118,1.0,1.0,1.0
10,sample_268_mixed.wav,10.009809494018555,17.316463470458984,7.30665397644043,10.006625433551452,17.714593731130492,7.70796829757904,10.006625433551452,24.08211492124495,14.075489487693499,1.0,1.0,1.0
10,sample_269_mixed.wav,10.007853507995605,13.36182689666748,3.353973388671875,10.005279544039583,13.452486852641394,3.4472073086018113,10.005279544039583,14.963392358910113,4.95811281487053,1.0,1.0,1.0
10,sample_270_mixed.wav,9.979813575744629,17.510149002075195,7.530335426330566,10.000115880793611,17.634224433276792,7.63410855248318,10.000115880793611,20.33552394236977,10.335408061576157,1.0,1.0,1.0
10,sample_271_mixed.wav,10.000429153442383,15.91032886505127,5.909899711608887,10.001183099492131,15.972471228513623,5.971288129021492,10.001183099492131,17.580186944400605,7.579003844908474,1.0,1.0,1.0
10,sample_272_mixed.wav,10.001565933227539,17.681396484375,7.679830551147461,10.00264272390995,18.00544639381634,8.002803669906388,10.00264272390995,22.742976539011398,12.740333815101447,1.0,1.0,1.0
10,sample_273_mixed.wav,10.001646041870117,16.80938148498535,6.807735443115234,10.004280007289863,16.926070047366927,6.921790040077065,10.004280007289863,21.87249935383686,11.868219346546999,0.0,0.0,0.0
10,sample_274_mixed.wav,9.99953842163086,16.16724967956543,6.16771125793457,10.003061952946755,16.30599490749752,6.302932954550766,10.003061952946755,18.17896701110369,8.175905058156935,1.0,1.0,1.0
10,sample_275_mixed.wav,10.005792617797852,15.55697250366211,5.551179885864258,10.002343841017387,15.705581821115588,5.703237980098201,10.002343841017387,17.23410945571217,7.2317656146947815,1.0,1.0,1.0
10,sample_276_mixed.wav,10.011597633361816,18.368057250976562,8.356459617614746,10.010266210735585,18.840567375120305,8.83030116438472,10.010266210735585,25.750620840662386,15.7403546299268,1.0,1.0,1.0
10,sample_277_mixed.wav,10.013009071350098,21.157033920288086,11.144024848937988,10.015091873439413,21.81867644927225,11.803584575832836,10.015091873439413,29.964627861253398,19.949535987813984,1.0,1.0,1.0
10,sample_278_mixed.wav,10.005414962768555,17.9826717376709,7.977256774902344,10.006846916587584,18.311361500506198,8.304514583918614,10.006846916587584,25.38693827975756,15.380091363169974,1.0,1.0,1.0
10,sample_279_mixed.wav,10.006168365478516,13.558605194091797,3.5524368286132812,10.001080618262446,13.634710981025801,3.6336303627633555,10.001080618262446,14.635533966387232,4.6344533481247865,1.0,1.0,1.0
10,sample_280_mixed.wav,9.998255729675293,13.873343467712402,3.8750877380371094,10.000272961008376,13.934659282519075,3.934386321510699,10.000272961008376,14.750664963931243,4.750392002922867,1.0,1.0,1.0
10,sample_281_mixed.wav,10.001321792602539,13.383350372314453,3.382028579711914,10.000356147421574,13.482793428614439,3.4824372811928654,10.000356147421574,14.200269731582829,4.199913584161255,1.0,1.0,1.0
10,sample_282_mixed.wav,10.004173278808594,17.03608512878418,7.031911849975586,10.00523767538251,17.161791830579137,7.156554155196627,10.00523767538251,20.64709013186917,10.64185245648666,1.0,1.0,1.0
10,sample_283_mixed.wav,10.003643035888672,17.792625427246094,7.788982391357422,10.002269152118743,17.98512004323658,7.982850891117838,10.002269152118743,21.30167192820432,11.299402776085579,1.0,1.0,1.0
10,sample_284_mixed.wav,10.002421379089355,15.514204025268555,5.511782646179199,10.001946926939748,15.657769382227853,5.655822455288105,10.001946926939748,18.194615048829515,8.192668121889767,1.0,1.0,1.0
10,sample_285_mixed.wav,10.007964134216309,15.71169376373291,5.703729629516602,10.001756733167753,15.814931816462154,5.813175083294402,10.001756733167753,19.24446846453958,9.242711731371827,1.0,1.0,1.0
10,sample_286_mixed.wav,9.998392105102539,15.345344543457031,5.346952438354492,10.00054302342476,15.531677000208347,5.531133976783588,10.00054302342476,16.780437524579728,6.779894501154969,1.0,1.0,1.0
10,sample_287_mixed.wav,10.002622604370117,17.913780212402344,7.911157608032227,10.004004344423766,18.106463429467443,8.102459085043677,10.004004344423766,21.35679153585507,11.352787191431304,1.0,1.0,1.0
10,sample_288_mixed.wav,9.992081642150879,16.23202133178711,6.2399396896362305,9.998258328912687,16.339314403744506,6.341056074831819,9.998258328912687,18.62909174629803,8.630833417385343,1.0,1.0,1.0
10,sample_289_mixed.wav,10.011963844299316,18.196319580078125,8.184355735778809,10.004003504431932,18.354217166547194,8.350213662115262,10.004003504431932,21.086671892919988,11.082668388488056,1.0,1.0,1.0
10,sample_290_mixed.wav,9.998414039611816,13.273277282714844,3.2748632431030273,10.001903708324901,13.40017115465357,3.398267446328669,10.001903708324901,14.6968682758681,4.694964567543199,1.0,1.0,1.0
10,sample_291_mixed.wav,10.002513885498047,16.862451553344727,6.85993766784668,10.001339705814715,17.021667806526665,7.02032810071195,10.001339705814715,19.923791654565164,9.92245194875045,1.0,1.0,1.0
10,sample_292_mixed.wav,10.004424095153809,12.631254196166992,2.6268301010131836,10.000760977268952,12.7192353737524,2.7184743964834492,10.000760977268952,13.891380135373817,3.8906191581048652,1.0,1.0,1.0
10,sample_293_mixed.wav,10.002121925354004,17.295034408569336,7.292912483215332,10.000682024363247,17.425864964776455,7.425182940413208,10.000682024363247,19.531594112331884,9.530912087968638,1.0,1.0,1.0
10,sample_294_mixed.wav,10.000997543334961,13.615120887756348,3.6141233444213867,10.00061801482378,13.726466997637123,3.7258489828133428,10.00061801482378,15.156970447003985,5.156352432180205,1.0,1.0,1.0
10,sample_295_mixed.wav,9.99958610534668,13.13330078125,3.1337146759033203,10.000641560201373,13.18496979640268,3.1843282362013063,10.000641560201373,14.367433496365958,4.366791936164585,1.0,1.0,1.0
10,sample_296_mixed.wav,9.999835014343262,14.835735321044922,4.83590030670166,10.001273358590764,15.00489486000508,5.003621501414317,10.001273358590764,17.18170698414232,7.180433625551556,1.0,1.0,1.0
